레시피_아이디,조회수,레시피_메인이미지,유저_아이디,제목,등록일,수정일,요약,인원수,소요시간,난이도
2593139,136402,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/08/f63ee86ddcfa52d007f68bc33dd8645a.jpg,jisunnyjjang,설렁설렁 간단 깍두기,2011-04-14,2015-07-23,"간단하게 깍뚝, 깍뚝 썰어서 새우젓과 고춧가루, 설탕, 마늘만 넣고 설렁설렁 만드는 깍뚜기를 소개합니다.",6인분 이상,2시간 이상,초급
2628435,83481,https://recipe1.ezmember.co.kr/cache/recipe/2015/07/24/84d5d9b55180b9d9877df2386c381591.jpg,minerva7575,베이컨간장말이밥,2011-05-06,2015-07-29,초간단하게 만드는 베이컨간장말이밥입니다.,2인분,30분 이내,초급
2659680,96408,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/08/bb30ce0d0b4f70f8814454560c082768.jpg,swjun,상큼달콤한 맛 다이어트에 좋은 채소 바나나샐러드,2011-05-23,2015-07-29,"칼륨과 식이섬유소가 풍부한 싱싱한 바나나와 아삭아삭한 식감이 좋은 파프리카, 양상추, 방울토마토, 상큼하면서도 달콤한 소스를 만들어서 바나나 샐러드를 만들어 보았는데 맛이 좋아요.",1인분,15분 이내,아무나
2667494,36639,https://recipe1.ezmember.co.kr/cache/recipe/2015/07/25/fbebdefe62d946b24c1dcba837d5ff36.jpg,kh8741,꼴뚜기 조림 만들기,2011-05-26,2015-07-28,조림장에 비벼먹으면 밥한공기 뚝딱인 꼴뚜기조림 소개합니다.,2인분,30분 이내,초급
2673466,124070,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/08/2cc5a2ec18fc2f9b3b4cf3fcec424433.jpg,minerva7575,계란막대토스트,2011-05-30,2016-01-06,정말 간단하게 만드는 계란막대토스트입니다.,2인분,30분 이내,초급
2744826,93147,https://recipe1.ezmember.co.kr/cache/recipe/2015/04/02/766cfee4756ade496e63cc65be6d9fea1.jpg,son8199,"생선까스 - 입에서 살살 녹네...[타르타르소스, 생선까스 소스만들기]",2011-07-07,2016-01-27,바로 튀겨먹어 더 맛있는 홈메이드 생선까스! 바삭바삭 정말 맛있어요~,,,중급
2765742,393193,https://recipe1.ezmember.co.kr/cache/recipe/2015/04/10/8c0036a71a46e496e4572813bd1202c41.jpg,ymgs1888,중국 사천요리~ 마파두부 만들기,2011-07-17,2016-01-21,짭쪼롬하면서도 매콤한 밥 도둑 마파두부,4인분,,중급
2826128,483327,https://recipe1.ezmember.co.kr/cache/recipe/2015/04/03/7e4c012892390710d347441d01bb6c1e1.jpg,ymgs1888,집에서도 푸짐하게! 매운등갈비찜 만드는법~,2011-08-18,2016-01-18,다진마늘이 듬뿍 들어간~ 입맛 도는 매콤한 등갈비찜 입니다.,,,초급
2877505,111728,https://recipe1.ezmember.co.kr/cache/recipe/2015/04/10/30a06fb163f57fb530390de47e28a0921.jpg,son8199,냉 우동 샐러드,2011-09-14,2015-04-10,온가족들에게 맛있다고 검증받은 냉우동샐러드~ 샐러드지만 더운여름에 가볍고 시원하게 한끼로도 좋아요~,2인분,,초급
2896593,87287,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/27/2691a2a75bb6df554bdd228011e482771.jpg,swjun,갈치무조림,2011-09-21,2015-05-27,"제주 은갈치와 무, 매콤한 양념장으로 만든 칼칼한 조림반찬! 갈치무조림입니다.",2인분,30분 이내,초급
2917851,97135,https://recipe1.ezmember.co.kr/cache/recipe/2015/04/09/2b7db022eac7a923b9ddae853b6c1f6e1.jpg,ymgs1888,담백한 바게트빵 만들기,2011-09-27,2015-04-09,"설탕이 들어가지 않아 부담없이 즐길 수 있으면서, 그냥 먹는것보다 샌드위치나 갖가지 재료와 치즈 등을 얹어 구워 먹어도 좋고 브루스케타를 즐겨도 좋은 바게트 빵~",,60분 이내,중급
2978797,27684,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/08/c0cd09da43e9d93c74d121ad856e8cf4.jpg,guswls73,고구마 파운드 케이크,2011-10-13,2015-07-16,제철 고구마로 고구마파운드케이크를 구웠는데 간식으로 그만이네요.,2인분,60분 이내,초급
3003374,67872,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/28/77f112458c994d5ac67eb89ef52b10101.jpg,swjun,고등어무조림,2011-10-19,2015-05-28,"EPA, DHA가 풍부한 고등어와 비타민 C가 풍부한 무, 매콤한 양념장 등으로 만든 깊은 맛이 좋은 밥도둑! 고등어무조림입니다.",2인분,60분 이내,초급
3022281,28429,https://recipe1.ezmember.co.kr/cache/recipe/2015/04/23/874bd6444bba4246678e67bcf393301e1.jpg,kh8741,콘브레드 만들기,2011-10-24,2015-04-23,"적당히 달달해 맛이 좋고, 약간 슴슴하게 만들면 구수한 맛으로 계속 먹게 되는 중독성 강한 빵~ 콘브레드!",,60분 이내,중급
3032665,105835,https://recipe1.ezmember.co.kr/cache/recipe/2015/07/20/f2e641475573b68fe82cd5caa7418fce.jpg,fruit528,칼칼한 바지락국,2011-10-26,2015-07-20,청량고추 팍팍넣어 칼칼하게 메운 바지락국을 끓여봅니다. 바지락은 단백질과 아미노산이 풍부해 간기능을 회복시켜주는 효능이 있다고 해요~ 술 좋아하시는 분들 아침해장국으로도 좋은 바지락국입니다.,1인분,30분 이내,초급
3171505,290192,https://recipe1.ezmember.co.kr/cache/recipe/2015/04/01/d43b38a01d5131b910cd494202eec85d1.jpg,sosin75,초간단야채죽 만들기,2011-12-01,2013-01-28,야채 듬뿍 들어간 엄마표 야채죽,,,아무나
3171937,92247,https://recipe1.ezmember.co.kr/cache/recipe/2015/04/23/b49dae0437e27c7afa4b21f54e9352e61.jpg,cggirl1004,국물이 끝내주는 대구매운탕,2011-12-01,2016-01-21,여러가지 해물을 넣어 얼큰하게 끓인 대구매운탕,,,초급
3295100,70021,https://recipe1.ezmember.co.kr/cache/recipe/2015/04/22/63a2a25e392cf68165f8112dc7821213.jpg,kdlym,바삭하고 달콤한 호두강정,2012-01-14,2016-01-06,예로부터 정월 보름 부럼으로 깨먹는 호두는 머리를 명석하게 해주고 자양강장 효과가 뛰어난 건강식품으로 사랑받고 있지요? 우리의 선조들은 여러 기관지 및 폐질환을 다스리는 식품으로 호두를 이용하였다고 합니다.,,,초급
3296201,47243,https://recipe1.ezmember.co.kr/cache/recipe/2015/04/22/8851e0c2d5f05fc0433707c2129a60241.jpg,kh8741,참타리 버섯 볶음 만들기,2012-01-14,2015-04-22,,,,초급
3307600,47427,https://recipe1.ezmember.co.kr/cache/recipe/2015/04/22/fb35eb21881171d8c675bed3959b9ed61.jpg,sosin75,메추리알 어묵조림,2012-01-20,2015-04-22,아이들이 좋아하는 메추리알 어묵조림,,,초급
3334221,107680,https://recipe1.ezmember.co.kr/cache/recipe/2015/04/22/d77def59646da27f3c9b0beed341499b1.jpg,sosin75,검은콩자반-말캉말캉부드럽게바로 조려요 ^^,2012-01-31,2015-04-22,"불리고하는게 귀찮아서 늘 저는 바로 삶으면서 조린답니다. 
약간 조림간장이남아서 밥비벼 먹으면 완전맛나잖아요 ㅋ 
몸에도 좋고 보기에도 좋고 입안에서 식감도좋은 콩자반 만들어보자구요",,,아무나
3355886,221166,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/26/0525847bd5f918d96b557fcdf78a7152.jpg,kdlym,오징어채 볶음(진미채 볶음),2012-02-08,2016-01-06,쫄깃하고 매콤달콤한 오징어채볶음입니다.,6인분 이상,15분 이내,초급
3359586,104798,https://recipe1.ezmember.co.kr/cache/recipe/2015/04/15/f8ff4fb41a0d18b14bc8fec0f87e6ba1.jpg,kjo2456,맛없는 김치로 밥도둑반찬 만들기~ 고등어김치조림 *^^*,2012-02-09,2015-04-15,맛없는 김치로도 만들 수 있는 밥도둑 반찬~고등어김치조림을 만들어봤습니다. 정말 맛있어요~,,,초급
3364555,82081,https://recipe1.ezmember.co.kr/cache/recipe/2015/04/22/5f2e5af90220a38f8260be8f80b2bf3f1.jpg,sosin75,홈메이드 치킨무 국물까지드세요,2012-02-11,2015-04-22,홈메이드 치킨무,,,중급
3370170,145980,https://recipe1.ezmember.co.kr/cache/recipe/2015/07/09/fb97682f7ce7075e84da65969ea3f482.jpg,kjo2456,참치순두부찌개,2012-02-13,2015-07-09,자취생을 위한 간단한 찌개~ 참치를 넣은 이색적인 참치순두부찌개입니다!,2인분,15분 이내,초급
3376234,112313,https://recipe1.ezmember.co.kr/cache/recipe/2015/07/24/2a209c9d986d34696a4a3048f1326bae1.jpg,kjo2456,건취나물 부드럽게 볶기,2012-02-15,2015-08-11,건나물볶음을 하실때 부드럽게 나물 불려서 볶는 법 소개하겠습니다.,3인분,2시간 이상,초급
3392979,121512,https://recipe1.ezmember.co.kr/cache/recipe/2015/04/18/3034dbc9488b6750f80e3d875b6b5abb.jpg,kjo2456,양념치킨 맛이 나는 매운닭다리조림,2012-02-20,2015-04-22,매콤한 양념에~ 쫄깃한 닭다리 식감에.. 참 맛있는 간식입니다.,3인분,60분 이내,중급
3393092,80221,https://recipe1.ezmember.co.kr/cache/recipe/2015/04/22/a482bb8c1cb1fa4ade1b3f226a6a6b581.jpg,kdlym,봄내음이 듬뿍나는 닭안심구이,2012-02-20,2015-04-22,봄내음이 듬뿍나는 닭안심 구이,,,초급
3394168,37641,https://recipe1.ezmember.co.kr/cache/recipe/2015/04/22/ca535618ab76188101113784881ca7481.jpg,swjun,돼지고기 목심 생강구이 만들기,2012-02-20,2015-04-22,피로회복에 좋은 돼지고기 목심 생강구이,,,아무나
3403837,77965,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/22/94e75b60789425a585591b7fa350fdb1.jpg,fruit528,치커리 겉절이 무침,2012-02-23,2015-06-22,치커리의 쌉싸름한맛에 이끌려 요즘 자주 요리로 만들어먹게 되네요.,2인분,10분 이내,초급
3416940,115950,https://recipe1.ezmember.co.kr/cache/recipe/2015/04/15/803eb7c38b48ab24e1856ada5730897c1.jpg,letter00,보리빵 만드는 방법♣ 막걸리를 넣어서 찜에 쪄서 만드는 술빵 맛 최고!,2012-02-27,2015-04-15,식감도 좋고 내음새도 좋고 맛도 좋고 눈이 즐거워지는 보리빵 맛도 즐거워져요^^,,,중급
3444172,48663,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/26/c91fa4b4b3e5fcf70c1d376dc7c9eb35.jpg,kjo2456,감자칼국수,2012-03-05,2015-06-26,국물이 개운한 감자칼국수 만드는 법을 소개합니다.,3인분,30분 이내,초급
3450146,204941,https://recipe1.ezmember.co.kr/cache/recipe/2015/04/22/e6025c0f897659ae59523c491f0ff1a21.JPG,kjo2456,깔끔한 한정식집 메뉴 참나물무침,2012-03-07,2015-04-22,뚝딱 완성하는 깔끔한 한정식집 메뉴 참나물무침 *^^*,,,초급
3456614,76950,https://recipe1.ezmember.co.kr/cache/recipe/2015/04/22/e1226b56577cfb40b2c31654759f62d4.jpg,kjo2456,코다리간장강정,2012-03-08,2015-04-22,맵지 않게 만든 코다리간장강정,4인분,,중급
3456623,38372,https://recipe1.ezmember.co.kr/cache/recipe/2015/04/22/546b1490e8e65614179321b86e4d00431.jpg,kjo2456,개운한 국물의 새우탕,2012-03-08,2015-04-22,개운한 국물맛에 남길것 없이 다 먹어버린 새우탕,3인분,,초급
3460748,54652,https://recipe1.ezmember.co.kr/cache/recipe/2015/04/22/01d1c9bcf545d17e3f1eb204a96ea8e71.jpg,kjo2456,밥 2그릇 먹게 만든 쇠고기대파국,2012-03-10,2015-04-22,대파 듬쁙 넣어 환절기 감기기운 있으신분들에게 너무 좋은 쇠고기 대파국!!!,4인분,,초급
3475852,220158,https://recipe1.ezmember.co.kr/cache/recipe/2015/04/03/5cdd8dee3b717e34d48e08a7b3d353cd1.jpg,kjo2456,갈비집에 나오는 무물김치 집에서 담그는 법 *^^*,2012-03-14,2015-04-15,갈비집 가면 나오는 무물김치 맛있죠? 식당에서 만들땐 뉴슈가 또는 사이다가 들어가는 경우가 있는데요. 집에서 천연재료로 맛있게 담그면 어떨까요?,,,중급
3526900,132238,https://recipe1.ezmember.co.kr/cache/recipe/2015/04/15/4da47bd9748c7ebeafcff7097dd5b6f91.jpg,kjo2456,집들이 메뉴로 좋은 중식요리~ 닭가슴살 깐풍기,2012-03-28,2015-04-15,오늘은 집들이 메뉴에 좋은 중식요리 ~ 닭가슴살 깐풍기 소개하겠습니다 *^^*,,,중급
3534925,281747,https://recipe1.ezmember.co.kr/cache/recipe/2015/04/15/d33815b3bc35b2e14a723cd29fe1ac241.jpg,kdlym,친정엄마에게 배운 무말랭이 맛있게 무치는 비법,2012-03-30,2015-04-15,50세 이상의 여성들 밥상에는 무말랭이를 매일 올려 놓으라고 할 정도로 좋은 식품이라고 하던데 어머님들을 위한 반찬선물로 완전 강추!!,,,초급
3551697,99875,https://recipe1.ezmember.co.kr/cache/recipe/2015/07/16/8bdc3f5fe3f319bdd67274bc49146b15.jpg,kjo2456,돼지고기 고추장감자찌개,2012-04-04,2015-07-16,얼큰하고 시원한 돼지고기 고추장감자찌개입니다.,2인분,30분 이내,초급
3568149,983119,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/27/d776a52f6fda01bb6ed1d4bdfb7821ce1.jpg,swjun,고등어무조림,2012-04-09,2015-05-27,"고등어조림을 할 때에는 묵은지나 미네랄 식이섬유소가 풍부한 시래기와 함께 조려도 맛이 좋지만, 달콤하고 시원한 무와 함께 조려 낸 고등어 무 조림은 밥도둑이 따로 없더라고요. DHA가 풍부한 밥반찬 고등어 무 조림에 필요한 재료부터 소개할게요",2인분,30분 이내,초급
3568162,270119,https://recipe1.ezmember.co.kr/cache/recipe/2015/04/21/21e9cb3444c3e5d08b4b5f2456db46221.jpg,iddd88,소불고기 버섯전골 만들기,2012-04-09,2016-02-02,푸짐한 주말의 국물요리~ 소불고기 버섯전골이예요. 뭔가 푸짐하게 먹고 싶어서 있는 버섯들 꺼내고~ 쇠고기 불고깃감 꺼내서 뚝딱뚝딱 전골을 만들어 먹었지요. 쇠고기에서 우러나오는 깊은 맛과 버섯들의 향 덕분에 아주 맛있었던 전골이었지요. 푸짐하고 맛난 국물요리~ 소불고기 버섯전골을 만들어볼까요?,,,아무나
3574364,140537,https://recipe1.ezmember.co.kr/cache/recipe/2015/04/22/24abffbaf1f65a6d44ca65e3ff1fca0d1.jpg,fruit528,쇠고기미역국,2012-04-11,2015-04-22,미역에는 칼슘이 풍부해 태아의 뼈아 치아형성에 도움을 주기때문에 임산부가 많이 먹으면 좋은 음식입니다.,,,초급
3592428,69819,https://recipe1.ezmember.co.kr/cache/recipe/2015/04/29/5416319870e79c466e92487f5b1a53301.jpg,kdlym,달콤 짭쪼름한 동태 간장조림,2012-04-16,2015-10-30,어른들도 아이들도 모두 좋아하는 동태 간장조림,4인분,30분 이내,초급
3595564,127625,https://recipe1.ezmember.co.kr/cache/recipe/2015/04/22/d5930a748a81c150059e5ddb59f355db1.jpg,minerva7575,튀기지 않은 토스트 핫도그,2012-04-17,2016-01-06,휘리릭 아이들 간식으로 안성맞춤~ 튀기지 않아서 더 좋은 토스트 핫도그 소개할게요~!,,,초급
3599346,296667,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/08/0e1c3ddf86346ab00ffe720528f46fc4.jpg,kdlym,쪽파김치 담그기,2012-04-18,2015-07-07,오늘 소개할 윤의 맛있는 선물은 마약만큼 이나 중독성 강한 쪽파김치 담그는 법을 소개해 드리려고 합니다.,2인분,15분 이내,초급
3604332,333422,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/03/c6beef71855e55154bfb6357453c9cad1.jpg,ymgs1888,소갈비탕 끓이는 법,2012-04-19,2015-05-03,언제 먹어도 담백하고 시원한 갈비탕을 소개합니다.,3인분,90분 이내,중급
3665091,98228,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/08/bda8b1db8dbcee165893683910712424.jpg,aud1217,뼈없는 닭발볶음,2012-05-04,2015-07-07,요즘 닭발에 콜라겐 이하 좋은 성분이 많이 있다고 드시는분들이 많은데 좋기도 하지만 기름기가 없어서 너무 좋아요.,2인분,30분 이내,초급
3673946,133207,https://recipe1.ezmember.co.kr/cache/recipe/2015/07/07/6a02f6d194c90ab253050d862c28f84d.jpg,minerva7575,먹어도 먹어도 또 먹고 싶어지는 즉석떡볶이,2012-05-07,2019-01-02,먹어도 먹어도 또 먹고 싶어지는 즉석떡볶이 만들어볼게요~,2인분,30분 이내,초급
3686217,612875,https://recipe1.ezmember.co.kr/cache/recipe/2015/08/25/d1754942db6cebf74146eff6225e620d1.jpg,kdlym,대박 맛집 김치찌개,2012-05-10,2016-01-06,오늘은 얼큰하고~ 감칠맛나는 정말 맛있는 김치찌개 끓이는 법을 소개해 드리려고 합니다. 대박 맛집 김치찌개의 비법을 알려드려요!,2인분,60분 이내,아무나
3687411,259884,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/22/83566b45c7d90f4ffb647b0634c3d469.jpg,guswls73,참치롤샌드위치 만들기,2012-05-10,2016-01-21,나들이 도시락에 좋은 예쁜 참치샌드위치 레시피 소개합니다~,3인분,30분 이내,초급
3720795,51697,https://recipe1.ezmember.co.kr/cache/recipe/2015/07/07/5c51ea388a2869dbd9021b69308e3d52.jpg,minerva7575,10분 토스트 만들기,2012-05-15,2015-07-14,10분 토스트! 창문틀토스트 만들어볼게요~,2인분,30분 이내,초급
3729336,55895,https://recipe1.ezmember.co.kr/cache/recipe/2015/07/07/cf20c675bedea1a409721653952d344a.jpg,minerva7575,자작한 국물까지 먹는 비빔메밀국수,2012-05-17,2015-07-14,자작한 국물까지 먹는 비빔메밀국수 소개합니다~,1인분,30분 이내,초급
3730762,51019,https://recipe1.ezmember.co.kr/cache/recipe/2015/07/06/194b78ee4c21b761501174871a51648a.jpg,fruit528,닭다리 마늘소스구이,2012-05-17,2016-02-26,닭고기는 불포화지방산이 많아 체력회복에 좋고 양질의 단백질이 풍부하답니다. 아이들 영양식으로 좋은 닭다리 마늘소스구이 만들어 볼게요.,2인분,60분 이내,초급
3732354,425116,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/16/9e51ebc03e49a616dcbcea5a22ad2d07.jpg,sosin75,오징어진미채볶음,2012-05-17,2015-06-16,학교다닐때 진짜 많이 싸다니던 도시락반찬 오징어진미채 볶음 소개합니다.,2인분,15분 이내,초급
3819357,35111,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/22/43d7f44662c8bb13136ae6fda6225c66.jpg,kdlym,자외선 차단 걱정 줄여주는 토마토 계란볶음,2012-06-07,2015-06-22,맛있는 토마토 계란볶음을 소개해 드리려고 합니다. 토마토의 상큼함과 계란의 담백함이 만나 이루는 조화가 부드럽게 술술 넘어가는 이 목넘김이 좋아요.,2인분,15분 이내,초급
3845351,145026,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/24/e2b5b4dd308edb1a3847afcfacb37257.jpg,iddd88,고소한 까르보나라,2012-06-13,2015-06-24,"파르메산 치즈가루로 간을 맞추고, 마지막에 넣어주는 달걀 노른자 한알~ 노른자가 푹 익지 않게 소스를 만들어주는게 이 파스타의 포인트예요. 면을 삶아내는 시간과 소스를 완성하는 시간을 맞추어야 제 맛을 즐길수 있는데요, 까르보나라~ 소개해 드려요.",2인분,60분 이내,초급
